Apple Creek,Domestic,Year,Acre Feet,Acres,,,
Brush Lake Closed Basin,Municipal,1984,18.1,0,,,
Brush Lake Closed Basin,Municipal,1983,6.1,0,,,
Brush Lake Closed Basin,Municipal,1982,47.9,0,,,
Brush Lake Closed Basin,Municipal,1981,6,0,,,
Brush Lake Closed Basin,Municipal,1980,8.4,0,,,
Brush Lake Closed Basin,Municipal,1979,6.4,0,,,
Brush Lake Closed Basin,Municipal,1978,4.5,0,,,
Brush Lake Closed Basin,Municipal,1977,235.2,0,,,
Brush Lake Closed Basin,Rural Water,Year,Acre Feet,Acres,,,
Brush Lake Closed Basin,Rural Water,1990,0,0,,,
Brush Lake Closed Basin,Rural Water,1989,0,0,,,
Brush Lake Closed Basin,Rural Water,1988,0,0,,,
Brush Lake Closed Basin,Rural Water,1987,0,0,,,
Brush Lake Closed Basin,Rural Water,1986,0,0,,,
Brush Lake Closed Basin,Rural Water,1985,0,0,,,
Brush Lake Closed Basin,Rural Water,1984,0,0,,,
Brush Lake Closed Basin,Rural Water,1983,0,0,,,
Brush Lake Closed Basin,Rural Water,1982,0,0,,,
Cedar,Industrial,Year,Acre Feet,Acres,,,
Cedar,Industrial,2015,0,0,,,
Cedar,Industrial,2014,0,0,,,
Cedar,Industrial,2013,0,0,,,
Cedar,Industrial,2012,0,0,,,
Cedar,Industrial,2011,0,0,,,
Cedar,Industrial,2010,0,0,,,
Cedar,Industrial,2009,0,0,,,
Cedar,Industrial,2008,0,0,,,
Cedar,Industrial,2007,0,0,,,
Cedar,Industrial,2006,0,0,,,
Cedar,Industrial,2005,0,0,,,
Cedar,Industrial,2004,0,0,,,
Cedar,Industrial,2003,0,0,,,
Cedar,Industrial,2002,8.1,0,,,
Cedar,Industrial,2001,6,0,,,
Cedar,Industrial,2000,2.4,0,,,
Cedar,Industrial,1999,1.4,0,,,
Cedar,Industrial,1998,0.1,0,,,
Cedar,Industrial,1997,0,0,,,
Cedar,Industrial,1996,0,0,,,
Cedar,Industrial,1995,0,0,,,
Cedar,Industrial,1994,0,0,,,
Cedar,Industrial,1993,0,0,,,
Cedar,Industrial,1992,0,0,,,
Cedar,Industrial,1991,0,0,,,
Cedar,Industrial,1990,0,0,,,
Cedar,Industrial,1989,0,0,,,
Cedar,Industrial,1988,0,0,,,
Cedar,Industrial,1987,1,0,,,
Cedar,Industrial,1986,2.4,0,,,
Cedar,Industrial,1985,2.4,0,,,
Cedar,Industrial,1984,2.4,0,,,
Cedar,Industrial,1983,0.1,0,,,
Cedar,Industrial,1982,0.8,0,,,
Cedar,Industrial,1981,0.6,0,,,
Cedar,Irrigation,Year,Acre Feet,Acres,,,
Cedar,Irrigation,1978,0,0,,,
Cedar,Irrigation,1977,0,0,,,
Charlie-Little Muddy,Commercial,Year,Acre Feet,Acres,,,
Charlie-Little Muddy,Commercial,1998,0.3,0,,,
Charlie-Little Muddy,Commercial,1997,0.5,0,,,
Charlie-Little Muddy,Commercial,1986,1.7,0,,,
Charlie-Little Muddy,Commercial,1985,1.7,0,,,
Charlie-Little Muddy,Commercial,1983,1.7,0,,,
Charlie-Little Muddy,Commercial,1982,1.7,0,,,
Charlie-Little Muddy,Commercial,1981,1.7,0,,,
Charlie-Little Muddy,Commercial,1980,1.7,0,,,
Charlie-Little Muddy,Commercial,1979,1.7,0,,,
Charlie-Little Muddy,Commercial,1978,1.8,0,,,
Charlie-Little Muddy,Commercial,1977,1.9,0,,,
Charlie-Little Muddy,Industrial,Year,Acre Feet,Acres,,,
Charlie-Little Muddy,Industrial,2019,91.4,0,,,
Charlie-Little Muddy,Industrial,2018,118.3,0,,,
Charlie-Little Muddy,Industrial,2017,119.8,0,,,
Charlie-Little Muddy,Industrial,2016,133.8,0,,,
Charlie-Little Muddy,Industrial,2015,164.8,0,,,
Charlie-Little Muddy,Industrial,2014,113.6,0,,,
Charlie-Little Muddy,Industrial,2013,11.1,0,,,
Charlie-Little Muddy,Industrial,2012,7.6,0,,,
Charlie-Little Muddy,Industrial,2011,0.8,0,,,
Charlie-Little Muddy,Industrial,2010,0.8,0,,,
Charlie-Little Muddy,Industrial,2009,0.9,0,,,
Charlie-Little Muddy,Industrial,2008,0.9,0,,,
Charlie-Little Muddy,Industrial,2007,1.3,0,,,
Charlie-Little Muddy,Industrial,2006,1.4,0,,,
Charlie-Little Muddy,Industrial,2005,1.3,0,,,
Charlie-Little Muddy,Industrial,2004,1.3,0,,,
Charlie-Little Muddy,Industrial,2003,1.2,0,,,
Charlie-Little Muddy,Industrial,2002,1.2,0,,,
Charlie-Little Muddy,Industrial,2001,1.2,0,,,
Charlie-Little Muddy,Industrial,2000,0.6,0,,,
Charlie-Little Muddy,Industrial,1999,0.1,0,,,
Charlie-Little Muddy,Industrial,1998,0.4,0,,,
Charlie-Little Muddy,Industrial,1997,0.6,0,,,
Charlie-Little Muddy,Industrial,1996,0.4,0,,,
Charlie-Little Muddy,Industrial,1995,0.4,0,,,
Charlie-Little Muddy,Industrial,1994,0.5,0,,,
Charlie-Little Muddy,Industrial,1993,1,0,,,
Charlie-Little Muddy,Industrial,1992,3.4,0,,,
Charlie-Little Muddy,Industrial,1991,1.8,0,,,
Charlie-Little Muddy,Industrial,1990,2.7,0,,,
Charlie-Little Muddy,Industrial,1989,6.6,0,,,
Charlie-Little Muddy,Industrial,1988,6.3,0,,,
Charlie-Little Muddy,Industrial,1987,6,0,,,
Charlie-Little Muddy,Industrial,1986,5.6,0,,,
Charlie-Little Muddy,Industrial,1985,0.3,0,,,
Charlie-Little Muddy,Industrial,1984,7,0,,,
Charlie-Little Muddy,Industrial,1983,6.2,0,,,
Charlie-Little Muddy,Industrial,1982,0.3,0,,,
Charlie-Little Muddy,Industrial,1981,0,0,,,
Charlie-Little Muddy,Industrial,1978,0,0,,,
Charlie-Little Muddy,Industrial,1977,0,0,,,
Charlie-Little Muddy,Irrigation,Year,Acre Feet,Acres,,,
Charlie-Little Muddy,Irrigation,2019,0,0,,,
Charlie-Little Muddy,Irrigation,2018,0,0,,,
Charlie-Little Muddy,Irrigation,2017,0,0,,,
Charlie-Little Muddy,Irrigation,2016,0,0,,,
Charlie-Little Muddy,Irrigation,2015,0,0,,,
Charlie-Little Muddy,Irrigation,2014,0,0,,,
Charlie-Little Muddy,Irrigation,2013,0,0,,,
Charlie-Little Muddy,Irrigation,2012,0,0,,,
Charlie-Little Muddy,Irrigation,2011,0,0,,,
Charlie-Little Muddy,Irrigation,2010,0,0,,,
Charlie-Little Muddy,Irrigation,2009,0,0,,,
Charlie-Little Muddy,Irrigation,2008,0,0,,,
Charlie-Little Muddy,Irrigation,2007,0,0,,,
Charlie-Little Muddy,Irrigation,2006,0,0,,,
Charlie-Little Muddy,Irrigation,2005,0,0,,,
Charlie-Little Muddy,Irrigation,2004,0,0,,,
Charlie-Little Muddy,Irrigation,2003,0,0,,,
Charlie-Little Muddy,Irrigation,2002,0,0,,,
Charlie-Little Muddy,Irrigation,2001,0,0,,,
Charlie-Little Muddy,Irrigation,2000,0,0,,,
Charlie-Little Muddy,Irrigation,1999,0,0,,,
Charlie-Little Muddy,Irrigation,1998,0,0,,,
Charlie-Little Muddy,Irrigation,1997,19.9,14,,,
Charlie-Little Muddy,Irrigation,1996,19.9,14,,,
Charlie-Little Muddy,Irrigation,1995,19.9,14,,,
Charlie-Little Muddy,Irrigation,1994,26.5,14,,,
Charlie-Little Muddy,Irrigation,1993,6.6,14,,,
Charlie-Little Muddy,Irrigation,1992,6.6,14.8,,,
Charlie-Little Muddy,Irrigation,1991,42.4,84,,,
Charlie-Little Muddy,Irrigation,1990,69.1,50,,,
Charlie-Little Muddy,Irrigation,1989,73.7,84,,,
Charlie-Little Muddy,Irrigation,1988,126,84,,,
Charlie-Little Muddy,Irrigation,1987,46.9,84,,,
Charlie-Little Muddy,Irrigation,1986,36,84,,,
Charlie-Little Muddy,Irrigation,1985,35.4,89.5,,,
Charlie-Little Muddy,Irrigation,1984,4,14.7,,,
Charlie-Little Muddy,Irrigation,1983,30,30,,,
Charlie-Little Muddy,Irrigation,1981,0,0,,,
Charlie-Little Muddy,Irrigation,1980,69,69,,,
Charlie-Little Muddy,Irrigation,1979,0,0,,,
Charlie-Little Muddy,Irrigation,1978,0,0,,,
Charlie-Little Muddy,Irrigation,1977,69,69,,,
Deep,Industrial,Year,Acre Feet,Acres,,,
Deep,Industrial,2019,264.4,0,,,
Deep,Industrial,2018,156,0,,,
Deep,Industrial,2017,213.6,0,,,
Deep,Industrial,2016,315.9,0,,,
Deep,Industrial,2015,394,0,,,
Deep,Industrial,2014,315.4,0,,,
Deep,Industrial,2013,344.8,0,,,
Deep,Industrial,2012,529.1,0,,,
Deep,Industrial,2011,546.2,0,,,
Deep,Industrial,2010,469.7,0,,,
Deep,Industrial,2009,574.1,0,,,
Deep,Industrial,2008,658.7,0,,,
Deep,Industrial,2007,253.2,0,,,
Deep,Industrial,2006,95.5,0,,,
Deep,Industrial,2005,71.3,0,,,
Deep,Industrial,2004,52.9,0,,,
Deep,Industrial,2003,36.9,0,,,
Deep,Industrial,2002,28.9,0,,,
Deep,Industrial,2001,12,0,,,
Deep,Industrial,2000,9.8,0,,,
Deep,Industrial,1999,10.6,0,,,
Deep,Industrial,1998,10.4,0,,,
Deep,Industrial,1997,12.2,0,,,
Deep,Industrial,1996,0.4,0,,,
Deep,Industrial,1995,28,0,,,
Deep,Industrial,1994,39.4,0,,,
Deep,Irrigation,Year,Acre Feet,Acres,,,
Deep,Irrigation,2019,1.5,100,,,
Deep,Irrigation,2018,0.1,100,,,
Deep,Irrigation,2017,2.9,100,,,
Deep,Irrigation,2016,2.7,100,,,
Deep,Irrigation,2015,3.5,100,,,
Deep,Irrigation,2014,2.7,100,,,
Deep,Irrigation,2013,3,100,,,
Deep,Irrigation,2012,4.4,100,,,
Deep,Irrigation,2011,2.2,100,,,
Deep,Irrigation,2010,3.1,100,,,
Deep,Irrigation,2009,2.2,100,,,
Deep,Irrigation,2008,4.2,100,,,
Deep,Irrigation,2007,62.6,100,,,
Deep,Irrigation,2006,11,100,,,
Deep,Irrigation,2005,8.3,100,,,
Deep,Irrigation,2004,0.1,0,,,
Deep,Irrigation,2003,3,100,,,
Deep,Irrigation,2002,25.8,100,,,
Deep,Irrigation,2001,0,0,,,
Deep,Irrigation,2000,22.7,100,,,
Deep,Irrigation,1999,0,0,,,
Deep,Irrigation,1998,27.5,110,,,
Deep,Irrigation,1997,12.4,100,,,
Deep,Irrigation,1996,0,0,,,
Deep,Irrigation,1995,15,85,,,
Deep,Irrigation,1994,21.6,75,,,
Deep,Irrigation,1993,0,0,,,
Deep,Irrigation,1992,96.1,100,,,
Deep,Irrigation,1991,17.7,85,,,
Deep,Irrigation,1990,21.5,137,,,
Deep,Irrigation,1989,75,174,,,
Deep,Irrigation,1988,59.3,174,,,
Deep,Irrigation,1987,57.6,174,,,
Deep,Irrigation,1986,47.2,150,,,
Deep,Irrigation,1985,17.4,100,,,
Deep,Irrigation,1984,64.4,174,,,
Deep,Irrigation,1983,43.8,100,,,
Deep,Irrigation,1982,12.8,55,,,
Deep,Irrigation,1981,45.6,129,,,
Deep,Irrigation,1980,36.1,129,,,
Deep,Irrigation,1979,28.2,55,,,
Deep,Irrigation,1978,52.8,129,,,
Deep,Irrigation,1977,53.9,134,,,
Deep,Municipal,Year,Acre Feet,Acres,,,
Deep,Municipal,2019,1.6,0,,,
Deep,Municipal,2018,1.6,0,,,
Deep,Municipal,2017,0.1,0,,,
Deep,Municipal,2016,5.8,0,,,
Deep,Municipal,2015,13.1,0,,,
Deep,Municipal,2014,12.4,0,,,
Deep,Municipal,2013,13,0,,,
Deep,Municipal,2012,11.8,0,,,
Deep,Municipal,2011,94.5,0,,,
Deep,Municipal,2010,114.4,0,,,
Deep,Municipal,2009,132.6,0,,,
Deep,Municipal,2008,115,0,,,
Deep,Municipal,2007,88.4,0,,,
Deep,Municipal,2006,160.7,0,,,
Deep,Municipal,2005,159.9,0,,,
Deep,Municipal,2004,152.8,0,,,
Deep,Municipal,2003,165.4,0,,,
Deep,Municipal,2002,184.4,0,,,
Deep,Municipal,2001,177,0,,,
Deep,Municipal,2000,197.2,0,,,
Deep,Municipal,1999,240.4,0,,,
Deep,Municipal,1998,196.6,0,,,
Deep,Municipal,1997,221,0,,,
Deep,Municipal,1996,217.1,0,,,
Deep,Municipal,1995,202.9,0,,,
Deep,Municipal,1994,235,0,,,
Deep,Municipal,1993,167.6,0,,,
Deep,Municipal,1992,178.2,0,,,
Deep,Municipal,1991,214.2,0,,,
Deep,Municipal,1990,246.4,0,,,
Deep,Municipal,1989,291.6,0,,,
Deep,Municipal,1988,237.9,0,,,
Deep,Municipal,1987,256.1,0,,,
Deep,Municipal,1986,232.4,0,,,
Deep,Municipal,1985,298.6,0,,,
Deep,Municipal,1984,282.7,0,,,
Deep,Municipal,1983,286.3,0,,,
Deep,Municipal,1982,256.3,0,,,
Deep,Municipal,1981,236.8,0,,,
Deep,Municipal,1980,231.6,0,,,
Deep,Municipal,1979,281.7,0,,,
Deep,Municipal,1978,306.2,0,,,
Deep,Municipal,1977,241.8,0,,,
Deep,Rural Water,Year,Acre Feet,Acres,,,
Deep,Rural Water,2019,0,0,,,
Deep,Rural Water,2018,0,0,,,
Deep,Rural Water,2017,0,0,,,
Deep,Rural Water,2016,0,0,,,
Deep,Rural Water,2015,0,0,,,
Deep,Rural Water,2014,0,0,,,
Deep,Rural Water,2013,86.7,0,,,
Deep,Rural Water,2012,86,0,,,
Deep,Rural Water,2011,80.8,0,,,
Deep,Rural Water,2010,84.4,0,,,
Deep,Rural Water,2009,81.8,0,,,
Deep,Rural Water,2008,82.6,0,,,
Deep,Rural Water,2007,84.8,0,,,
Deep,Rural Water,2006,89.4,0,,,
Deep,Rural Water,2005,77.8,0,,,
Deep,Rural Water,2004,77.6,0,,,
Deep,Rural Water,2003,78.8,0,,,
Deep,Rural Water,2002,83.2,0,,,
Deep,Rural Water,2001,82.2,0,,,
Deep,Rural Water,2000,78.4,0,,,
Deep,Rural Water,1999,78.2,0,,,
Deep,Rural Water,1998,36.8,0,,,
Deep,Rural Water,1997,36.2,0,,,
Deep,Rural Water,1996,36.7,0,,,
Deep,Rural Water,1995,72.8,0,,,
Deep,Rural Water,1994,70.4,0,,,
Deep,Rural Water,1993,71.9,0,,,
Deep,Rural Water,1992,73.1,0,,,
Deep,Rural Water,1991,71.8,0,,,
Deep,Rural Water,1990,73.1,0,,,
Deep,Rural Water,1989,68.1,0,,,
Deep,Rural Water,1988,79.2,0,,,
Deep,Rural Water,1987,116.4,0,,,
Deep,Rural Water,1986,65.8,0,,,
Deep,Rural Water,1985,65.6,0,,,
Deep,Rural Water,1984,83.8,0,,,
Deep,Rural Water,1983,68.2,0,,,
Deep,Rural Water,1982,60.7,0,,,
Deep,Rural Water,1981,57.3,0,,,
Deep,Rural Water,1980,43,0,,,
Deep,Rural Water,1979,11,0,,,
Des Lacs,Industrial,Year,Acre Feet,Acres,,,
Des Lacs,Industrial,2019,19.3,0,,,
Des Lacs,Industrial,2018,28.4,0,,,
Des Lacs,Industrial,2017,38.2,0,,,
Des Lacs,Industrial,2016,27.7,0,,,
Des Lacs,Industrial,2015,15.4,0,,,
Des Lacs,Industrial,2014,17.2,0,,,
Des Lacs,Industrial,2013,5.1,0,,,
Des Lacs,Industrial,2012,157.4,0,,,
Des Lacs,Industrial,2011,107.7,0,,,
Des Lacs,Industrial,2010,77.1,0,,,
Des Lacs,Industrial,2009,8.3,0,,,
Des Lacs,Industrial,2008,10.4,0,,,
Des Lacs,Industrial,2007,8.8,0,,,
Des Lacs,Industrial,2006,6.2,0,,,
Des Lacs,Industrial,2005,4.9,0,,,
Des Lacs,Industrial,2004,2.5,0,,,
Des Lacs,Industrial,2003,1.6,0,,,
Des Lacs,Industrial,2002,1.3,0,,,
Des Lacs,Industrial,2001,1.1,0,,,
Des Lacs,Industrial,1984,0,0,,,
Des Lacs,Industrial,1983,0,0,,,
Des Lacs,Industrial,1982,0,0,,,
Des Lacs,Industrial,1981,0,0,,,
Des Lacs,Industrial,1980,0,0,,,
Des Lacs,Industrial,1979,0,0,,,
Des Lacs,Industrial,1978,0,0,,,
Des Lacs,Industrial,1977,0,0,,,
Des Lacs,Irrigation,Year,Acre Feet,Acres,,,
Des Lacs,Irrigation,2012,48.7,45,,,
Des Lacs,Irrigation,2011,48.8,45,,,
Des Lacs,Irrigation,2010,48.7,45,,,
Des Lacs,Irrigation,2009,0,0,,,
Des Lacs,Irrigation,2008,48.7,45,,,
Des Lacs,Irrigation,2007,33.1,45,,,
Des Lacs,Irrigation,2006,34.5,45,,,
Des Lacs,Irrigation,2005,34.5,45,,,
Des Lacs,Irrigation,2004,0,0,,,
Des Lacs,Irrigation,2003,0,0,,,
Des Lacs,Irrigation,2002,0,0,,,
Des Lacs,Irrigation,2001,0,0,,,
Des Lacs,Irrigation,2000,1.8,40,,,
Des Lacs,Irrigation,1999,1.8,40,,,
Des Lacs,Irrigation,1998,2.8,40,,,
Des Lacs,Irrigation,1997,1.9,40,,,
Des Lacs,Irrigation,1996,3.5,40,,,
Des Lacs,Irrigation,1995,2.2,39,,,
Des Lacs,Irrigation,1994,3.9,35,,,
Des Lacs,Irrigation,1993,0,0,,,
Des Lacs,Irrigation,1990,0,0,,,
Des Lacs,Irrigation,1988,0,0,,,
Des Lacs,Irrigation,1987,0,0,,,
Des Lacs,Irrigation,1986,0,0,,,
Des Lacs,Irrigation,1985,0.2,2.2,,,
Des Lacs,Irrigation,1984,0,0,,,
Des Lacs,Irrigation,1983,0,0,,,
Des Lacs,Irrigation,1982,0,0,,,
Des Lacs,Irrigation,1981,0,0,,,
Des Lacs,Irrigation,1980,0,0,,,
Des Lacs,Irrigation,1979,0,0,,,
Des Lacs,Irrigation,1978,0,0,,,
Des Lacs,Irrigation,1977,0,0,,,
Des Lacs,Municipal,Year,Acre Feet,Acres,,,
Des Lacs,Municipal,2019,33.5,0,,,
Des Lacs,Municipal,2018,50.8,0,,,
Des Lacs,Municipal,2017,36.1,0,,,
Des Lacs,Municipal,2016,36.3,0,,,
Des Lacs,Municipal,2015,38.9,0,,,
Des Lacs,Municipal,2014,39,0,,,
Des Lacs,Municipal,2013,35.8,0,,,
Des Lacs,Municipal,2012,112.9,0,,,
Des Lacs,Municipal,2011,51,0,,,
Des Lacs,Municipal,2010,62.6,0,,,
Des Lacs,Municipal,2009,225.6,0,,,
Des Lacs,Municipal,2008,375.8,0,,,
Des Lacs,Municipal,2007,385.4,0,,,
Des Lacs,Municipal,2006,340.1,0,,,
Des Lacs,Municipal,2005,206.8,0,,,
Des Lacs,Municipal,2004,307.2,0,,,
Des Lacs,Municipal,2003,298.5,0,,,
Des Lacs,Municipal,2002,282.1,0,,,
Des Lacs,Municipal,2001,300.6,0,,,
Des Lacs,Municipal,2000,303.2,0,,,
Des Lacs,Municipal,1999,310.2,0,,,
Des Lacs,Municipal,1998,328.6,0,,,
Des Lacs,Municipal,1997,347.2,0,,,
Des Lacs,Municipal,1996,342.9,0,,,
Des Lacs,Municipal,1995,334.1,0,,,
Des Lacs,Municipal,1994,382.5,0,,,
Des Lacs,Municipal,1993,339.1,0,,,
Des Lacs,Municipal,1992,361.3,0,,,
Des Lacs,Municipal,1991,359.4,0,,,
Des Lacs,Municipal,1990,237.2,0,,,
Des Lacs,Municipal,1989,258.7,0,,,
Des Lacs,Municipal,1988,311.6,0,,,
Des Lacs,Municipal,1987,313.5,0,,,
Des Lacs,Municipal,1986,376.3,0,,,
Des Lacs,Municipal,1985,408.2,0,,,
Des Lacs,Municipal,1984,593.8,0,,,
Des Lacs,Municipal,1983,328.4,0,,,
Des Lacs,Municipal,1982,487.9,0,,,
Des Lacs,Municipal,1981,195.5,0,,,
Des Lacs,Municipal,1980,541,0,,,
Des Lacs,Municipal,1979,528.3,0,,,
Des Lacs,Municipal,1978,483.7,0,,,
Des Lacs,Municipal,1977,388.5,0,,,
Des Lacs,Rural Water,Year,Acre Feet,Acres,,,
Des Lacs,Rural Water,2019,102.9,0,,,
Des Lacs,Rural Water,2018,240.7,0,,,
Des Lacs,Rural Water,2017,218.4,0,,,
Des Lacs,Rural Water,2016,185.3,0,,,
Des Lacs,Rural Water,2015,197.4,0,,,
Des Lacs,Rural Water,2014,184.2,0,,,
Des Lacs,Rural Water,2013,200.3,0,,,
Des Lacs,Rural Water,2012,117.2,0,,,
Des Lacs,Rural Water,2011,119.4,0,,,
Des Lacs,Rural Water,2010,112.2,0,,,
Des Lacs,Rural Water,2009,145.2,0,,,
Des Lacs,Rural Water,2008,160.4,0,,,
Des Lacs,Rural Water,2007,147.5,0,,,
Des Lacs,Rural Water,2006,143.5,0,,,
Des Lacs,Rural Water,2005,136.8,0,,,
Des Lacs,Rural Water,2004,135.2,0,,,
Des Lacs,Rural Water,2003,144.8,0,,,
Des Lacs,Rural Water,2002,135.9,0,,,
Des Lacs,Rural Water,2001,134,0,,,
Des Lacs,Rural Water,2000,130.6,0,,,
Des Lacs,Rural Water,1999,127.3,0,,,
Des Lacs,Rural Water,1998,111.1,0,,,
Des Lacs,Rural Water,1997,102.1,0,,,
Des Lacs,Rural Water,1996,97,0,,,
Des Lacs,Rural Water,1995,90.3,0,,,
Des Lacs,Rural Water,1994,97.4,0,,,
Des Lacs,Rural Water,1993,88.9,0,,,
Des Lacs,Rural Water,1992,95.9,0,,,
Des Lacs,Rural Water,1991,97.2,0,,,
Des Lacs,Rural Water,1990,91.3,0,,,
Des Lacs,Rural Water,1989,75,0,,,
Des Lacs,Rural Water,1988,100,0,,,
Des Lacs,Rural Water,1987,69.9,0,,,
Des Lacs,Rural Water,1986,68.2,0,,,
Des Lacs,Rural Water,1985,71.5,0,,,
Des Lacs,Rural Water,1984,93.2,0,,,
Des Lacs,Rural Water,1983,59.9,0,,,
Des Lacs,Rural Water,1982,60.7,0,,,
Des Lacs,Rural Water,1981,74.7,0,,,
Des Lacs,Rural Water,1980,11.7,0,,,
Des Lacs,Rural Water,1979,0,0,,,
Devils Lake,Industrial,Year,Acre Feet,Acres,,,
Devils Lake,Industrial,2016,0,0,,,
Devils Lake,Industrial,2015,0,0,,,
Devils Lake,Industrial,2014,0,0,,,
Devils Lake,Industrial,2013,0,0,,,
Devils Lake,Industrial,2012,0,0,,,
Devils Lake,Industrial,2011,0,0,,,
Devils Lake,Industrial,2010,0,0,,,
Devils Lake,Industrial,2009,0,0,,,
Devils Lake,Industrial,2008,0,0,,,
Devils Lake,Industrial,2007,0,0,,,
Devils Lake,Industrial,2006,0,0,,,
Devils Lake,Industrial,2005,0,0,,,
Devils Lake,Industrial,2004,0,0,,,
Devils Lake,Industrial,2003,0,0,,,
Devils Lake,Industrial,2002,4,0,,,
Devils Lake,Industrial,2001,6.6,0,,,
Devils Lake,Industrial,2000,6.5,0,,,
Devils Lake,Industrial,1999,3.5,0,,,
Devils Lake,Industrial,1998,2.2,0,,,
Devils Lake,Industrial,1997,15.3,0,,,
Devils Lake,Industrial,1996,0.3,0,,,
Devils Lake,Industrial,1995,0.1,0,,,
Devils Lake,Industrial,1994,0.1,0,,,
Devils Lake,Industrial,1993,0,0,,,
Devils Lake,Industrial,1992,0.1,0,,,
Devils Lake,Industrial,1991,0.1,0,,,
Devils Lake,Industrial,1990,0.1,0,,,
Devils Lake,Industrial,1989,0.1,0,,,
Devils Lake,Industrial,1988,0,0,,,
Devils Lake,Industrial,1987,0,0,,,
Devils Lake,Industrial,1986,0,0,,,
Devils Lake,Industrial,1985,0,0,,,
Devils Lake,Industrial,1984,0,0,,,
Devils Lake,Industrial,1983,1,0,,,
Devils Lake,Industrial,1982,0.5,0,,,
Devils Lake,Industrial,1977,0,0,,,
Devils Lake,Irrigation,Year,Acre Feet,Acres,,,
Devils Lake,Irrigation,2019,684.3,1517,,,
Devils Lake,Irrigation,2018,780.3,1385,,,
Devils Lake,Irrigation,2017,908.1,1452,,,
Devils Lake,Irrigation,2016,264.1,882,,,
Devils Lake,Irrigation,2015,422.1,1591,,,
Devils Lake,Irrigation,2014,605.7,1749,,,
Devils Lake,Irrigation,2013,937.9,2059,,,
Devils Lake,Irrigation,2012,733.5,1915,,,
Devils Lake,Irrigation,2011,568.7,1699,,,
Devils Lake,Irrigation,2010,888.2,2213,,,
Devils Lake,Irrigation,2009,895.6,2002,,,
Devils Lake,Irrigation,2008,974.2,2123,,,
Devils Lake,Irrigation,2007,893,1651,,,
Devils Lake,Irrigation,2006,1251.2,1871,,,
Devils Lake,Irrigation,2005,892.9,1754,,,
Devils Lake,Irrigation,2004,849.2,1600,,,
Devils Lake,Irrigation,2003,609.1,1400,,,
Devils Lake,Irrigation,2002,877.9,1924,,,
Devils Lake,Irrigation,2001,612.3,1580,,,
Devils Lake,Irrigation,2000,549,2108,,,
Devils Lake,Irrigation,1999,712.8,2025,,,
Devils Lake,Irrigation,1998,1644.1,2201,,,
Devils Lake,Irrigation,1997,1396.6,2300.8,,,
Devils Lake,Irrigation,1996,1002.7,1945.3,,,
Devils Lake,Irrigation,1995,1089.1,2000.8,,,
Devils Lake,Irrigation,1994,701.8,1801,,,
Devils Lake,Irrigation,1993,270.8,1529,,,
Devils Lake,Irrigation,1992,1583.2,1911,,,
Devils Lake,Irrigation,1991,1385,1927,,,
Devils Lake,Irrigation,1990,1696.8,1665,,,
Devils Lake,Irrigation,1989,1638.4,1809,,,
Devils Lake,Irrigation,1988,1170.5,1665,,,
Devils Lake,Irrigation,1987,789.5,1409,,,
Devils Lake,Irrigation,1986,947.9,1536,,,
Devils Lake,Irrigation,1985,969,1535,,,
Devils Lake,Irrigation,1984,1281.7,1478,,,
Devils Lake,Irrigation,1983,800.8,1456,,,
Devils Lake,Irrigation,1982,719.5,1069,,,
Devils Lake,Irrigation,1981,324.6,1059.9,,,
Devils Lake,Irrigation,1980,499.2,617,,,
Devils Lake,Irrigation,1979,277.6,445.3,,,
Devils Lake,Irrigation,1978,351.9,595.9,,,
Devils Lake,Irrigation,1977,379.7,538.9,,,
Devils Lake,Multiple Use,Year,Acre Feet,Acres,,,
Devils Lake,Multiple Use,2015,0,0,,,
Devils Lake,Multiple Use,2014,0,0,,,
Devils Lake,Multiple Use,2013,0,0,,,
Devils Lake,Multiple Use,2012,0,0,,,
Devils Lake,Multiple Use,2011,0,0,,,
Devils Lake,Multiple Use,2010,0,0,,,
Devils Lake,Multiple Use,2009,0,0,,,
Devils Lake,Multiple Use,2008,0,0,,,
Devils Lake,Multiple Use,2007,0,0,,,
Devils Lake,Multiple Use,2006,0,0,,,
Devils Lake,Multiple Use,2005,0,0,,,
Devils Lake,Multiple Use,2004,0,0,,,
Devils Lake,Multiple Use,2003,0,0,,,
Devils Lake,Multiple Use,2002,0,0,,,
Devils Lake,Multiple Use,2001,0,0,,,
Devils Lake,Multiple Use,2000,5,0,,,
Devils Lake,Multiple Use,1999,5,0,,,
Devils Lake,Multiple Use,1998,5,0,,,
Devils Lake,Multiple Use,1997,5,0,,,
Devils Lake,Multiple Use,1996,5,0,,,
Devils Lake,Multiple Use,1995,5,0,,,
Devils Lake,Multiple Use,1994,5,0,,,
Devils Lake,Multiple Use,1993,5,0,,,
Devils Lake,Multiple Use,1992,2,0,,,
Devils Lake,Multiple Use,1991,30.8,13,,,
Devils Lake,Multiple Use,1990,161,0,,,
Devils Lake,Multiple Use,1989,5,0,,,
Devils Lake,Multiple Use,1988,5,0,,,
Devils Lake,Multiple Use,1987,12,0,,,
Devils Lake,Multiple Use,1986,20,0,,,
Devils Lake,Multiple Use,1985,30,0,,,
Devils Lake,Multiple Use,1984,0,0,,,
Devils Lake,Multiple Use,1983,0,0,,,
Devils Lake,Multiple Use,1982,30,0,,,
Devils Lake,Multiple Use,1980,390,0,,,
